Subject,SubjectLabel,Relation,Object,ObjectLabel
渤海国上京龙泉府遗址,大遗址,isLocatedin,黑龙江,地点
金上京会宁府遗址,大遗址,isLocatedin,黑龙江,地点
青龙镇遗址,大遗址,isLocatedin,上海,地点
鸿山墓群,大遗址,isLocatedin,江苏,地点
阖闾城遗址,大遗址,isLocatedin,江苏,地点
徐州汉墓群,大遗址,isLocatedin,江苏,地点
南朝陵墓群,大遗址,isLocatedin,江苏,地点
扬州城遗址,大遗址,isLocatedin,江苏,地点
明故宫遗址,大遗址,isLocatedin,江苏,地点
上山遗址,大遗址,isLocatedin,浙江,地点
河姆渡遗址,大遗址,isLocatedin,浙江,地点
良渚遗址,大遗址,isLocatedin,浙江,地点
安吉古城遗址,大遗址,isLocatedin,浙江,地点
上林湖越窑遗址,大遗址,isLocatedin,浙江,地点
大窑龙泉窑遗址,大遗址,isLocatedin,浙江,地点
临安城遗址,大遗址,isLocatedin,浙江,地点
宋六陵,大遗址,isLocatedin,浙江,地点
凌家滩遗址,大遗址,isLocatedin,安徽,地点
双墩遗址,大遗址,isLocatedin,安徽,地点
禹会村遗址,大遗址,isLocatedin,安徽,地点
寿春城遗址,大遗址,isLocatedin,安徽,地点
明中都遗址,大遗址,isLocatedin,安徽,地点
万寿岩遗址,大遗址,isLocatedin,福建,地点
平潭壳丘头遗址群,大遗址,isLocatedin,福建,地点
城村汉城遗址,大遗址,isLocatedin,福建,地点
德化窑遗址,大遗址,isLocatedin,福建,地点
吴城遗址（含筑卫城遗址）,大遗址,isLocatedin,江西,地点
紫金城城址与铁河古墓群（南昌汉代海昏侯墓）,大遗址,isLocatedin,江西,地点
铜岭铜矿遗址,大遗址,isLocatedin,江西,地点
吉州窑遗址,大遗址,isLocatedin,江西,地点
御窑厂窑址（含湖田窑址、高岭瓷土矿遗址）,大遗址,isLocatedin,江西,地点
吉仁台沟口遗址,大遗址,isLocatedin,新疆,地点
北庭故城遗址,大遗址,isLocatedin,新疆,地点
苏巴什佛寺遗址,大遗址,isLocatedin,新疆,地点
交河故城,大遗址,isLocatedin,新疆,地点
高昌故城,大遗址,isLocatedin,新疆,地点
达勒特古城遗址,大遗址,isLocatedin,新疆,地点
卓尔库特古城遗址,大遗址,isLocatedin,新疆,地点
阔纳协海尔古城遗址,大遗址,isLocatedin,新疆,地点
坎儿井地下水利工程,大遗址,isLocatedin,新疆,地点
兽骨,器物,wasExcavatedin,八里桥遗址,其他遗址
刻槽小罐,器物,wasExcavatedin,八里桥遗址,其他遗址
卜骨,器物,wasExcavatedin,八里桥遗址,其他遗址
玉斧,器物,wasExcavatedin,八里桥遗址,其他遗址
白陶爵,器物,wasExcavatedin,八里桥遗址,其他遗址
三星堆遗址,大遗址,isLocatedin,四川,地点
陶盉,器物,wasExcavatedin,三星堆遗址,大遗址
陶盉,器物,wasExcavatedin,二里头遗址,大遗址
周口店遗址,大遗址,isLocatedin,北京,地点
圆明园遗址,大遗址,isLocatedin,北京,地点
琉璃河遗址,大遗址,isLocatedin,北京,地点
泥河湾遗址群,大遗址,isLocatedin,河北,地点
燕下都遗址,大遗址,isLocatedin,河北,地点
中山古城遗址,大遗址,isLocatedin,河北,地点
赵邯郸故城（含赵王陵）,大遗址,isLocatedin,河北,地点
邺城遗址,大遗址,isLocatedin,河北,地点
定窑遗址,大遗址,isLocatedin,河北,地点
元中都遗址,大遗址,isLocatedin,河北,地点
陶寺遗址,大遗址,isLocatedin,山西,地点
侯马晋国遗址,大遗址,isLocatedin,山西,地点
曲村—天马遗址,大遗址,isLocatedin,山西,地点
晋阳古城遗址,大遗址,isLocatedin,山西,地点
蒲津渡与蒲州故城遗址,大遗址,isLocatedin,山西,地点
和林格尔土城子遗址,大遗址,isLocatedin,内蒙古,地点
居延遗址（含甘肃部分）,大遗址,isLocatedin,内蒙古,地点
辽上京遗址（含辽陵及奉陵邑）,大遗址,isLocatedin,内蒙古,地点
元上都遗址,大遗址,isLocatedin,内蒙古,地点
牛河梁遗址,大遗址,isLocatedin,辽宁,地点
高句丽遗址（凤凰山山城、五女山山城）,大遗址,isLocatedin,辽宁,地点
三燕龙城遗址,大遗址,isLocatedin,辽宁,地点
高句丽遗址（洞沟古墓群、丸都山城、国内城、罗通山城、自安山城、龙潭山城）,大遗址,isLocatedin,吉林,地点
渤海遗址（渤海中京遗址、八连城遗址、磨盘村山城）,大遗址,isLocatedin,吉林,地点
辽金捺钵遗址（城四家子城址、春捺钵遗址群）,大遗址,isLocatedin,吉林,地点
长白山神庙遗址,大遗址,isLocatedin,吉林,地点
黄泗浦遗址,大遗址,isLocatedin,江苏,地点
大工山 - 凤凰山铜矿遗址,大遗址,isLocatedin,安徽,地点
大汶口遗址,大遗址,isLocatedin,山东,地点
焦家遗址,大遗址,isLocatedin,山东,地点
两城镇遗址（含尧王城遗址）,大遗址,isLocatedin,山东,地点
城子崖遗址,大遗址,isLocatedin,山东,地点
大辛庄遗址,大遗址,isLocatedin,山东,地点
东平陵故城,大遗址,isLocatedin,山东,地点
临淄齐国故城,大遗址,isLocatedin,山东,地点
曲阜鲁国故城,大遗址,isLocatedin,山东,地点
杨家盐业遗址群,大遗址,isLocatedin,山东,地点
即墨故城及六曲山墓群（含琅琊台遗址）,大遗址,isLocatedin,山东,地点
屈家岭遗址,大遗址,isLocatedin,湖北,地点
石家河遗址,大遗址,isLocatedin,湖北,地点
盘龙城遗址,大遗址,isLocatedin,湖北,地点
铜绿山古铜矿遗址,大遗址,isLocatedin,湖北,地点
楚纪南故城 (含龙湾遗址),大遗址,isLocatedin,湖北,地点
擂鼓墩古墓群,大遗址,isLocatedin,湖北,地点
城头山遗址,大遗址,isLocatedin,湖南,地点
炭河里遗址,大遗址,isLocatedin,湖南,地点
铜官窑遗址,大遗址,isLocatedin,湖南,地点
老司城遗址,大遗址,isLocatedin,湖南,地点
石峡遗址,大遗址,isLocatedin,广东,地点
南越国宫署遗址,大遗址,isLocatedin,广东,地点
笔架山潮州窑遗址,大遗址,isLocatedin,广东,地点
甑皮岩遗址,大遗址,isLocatedin,广西,地点
合浦汉墓群与汉城遗址（含草鞋村遗址、大浪古城遗址）,大遗址,isLocatedin,广西,地点
靖江王陵,大遗址,isLocatedin,广西,地点
钓鱼城遗址,大遗址,isLocatedin,重庆,地点
成都平原史前城址,大遗址,isLocatedin,四川,地点
金沙遗址,大遗址,isLocatedin,四川,地点
罗家坝遗址,大遗址,isLocatedin,四川,地点
城坝遗址,大遗址,isLocatedin,四川,地点
可乐遗址,大遗址,isLocatedin,贵州,地点
海龙囤遗址,大遗址,isLocatedin,贵州,地点
太和城遗址,大遗址,isLocatedin,云南,地点
石寨山古墓群,大遗址,isLocatedin,云南,地点
古格王国遗址,大遗址,isLocatedin,西藏,地点
芒康盐井古盐田,大遗址,isLocatedin,西藏,地点
藏王墓,大遗址,isLocatedin,西藏,地点
杨官寨遗址,大遗址,isLocatedin,陕西,地点
石峁遗址,大遗址,isLocatedin,陕西,地点
周原遗址,大遗址,isLocatedin,陕西,地点
丰镐遗址,大遗址,isLocatedin,陕西,地点
秦雍城遗址,大遗址,isLocatedin,陕西,地点
栎阳城遗址,大遗址,isLocatedin,陕西,地点
秦咸阳城遗址,大遗址,isLocatedin,陕西,地点
阿房宫遗址,大遗址,isLocatedin,陕西,地点
秦始皇陵,大遗址,isLocatedin,陕西,地点
汉长安城遗址,大遗址,isLocatedin,陕西,地点
西汉帝陵（含薄太后陵）,大遗址,isLocatedin,陕西,地点
隋大兴唐长安城遗址（含大明宫遗址）,大遗址,isLocatedin,陕西,地点
唐代帝陵（含顺陵）,大遗址,isLocatedin,陕西,地点
统万城遗址,大遗址,isLocatedin,陕西,地点
黄堡镇耀州窑遗址,大遗址,isLocatedin,陕西,地点
大地湾遗址,大遗址,isLocatedin,甘肃,地点
大堡子山遗址,大遗址,isLocatedin,甘肃,地点
锁阳城遗址,大遗址,isLocatedin,甘肃,地点
喇家遗址,大遗址,isLocatedin,青海,地点
热水墓群,大遗址,isLocatedin,青海,地点
水洞沟遗址,大遗址,isLocatedin,宁夏,地点
西夏陵,大遗址,isLocatedin,宁夏,地点
大运河,大遗址,contains,路县故城遗址,大遗址
大运河,大遗址,contains,大名府故城,大遗址
大运河,大遗址,contains,大运河南旺枢纽,大遗址
大运河,大遗址,contains,河道总督署遗址,大遗址
大运河,大遗址,contains,板闸遗址,大遗址
大运河,大遗址,contains,回洛仓遗址,大遗址
大运河,大遗址,contains,含嘉仓遗址,大遗址
大运河,大遗址,contains,州桥遗址,大遗址
大运河,大遗址,contains,荥阳故城（含古荥冶铁遗址）,大遗址
大运河,大遗址,contains,柳孜遗址,大遗址
秦直道,大遗址,contains,秦直道起点遗址,大遗址
秦直道,大遗址,contains,秦直道延安段,大遗址
秦直道,大遗址,contains,秦直道庆阳段,大遗址
秦直道,大遗址,contains,秦直道东胜段,大遗址
明清海防,大遗址,contains,大鹏所城,大遗址
明清海防,大遗址,contains,蒲壮所城,大遗址
明清海防,大遗址,contains,蓬莱水城,大遗址
明清海防,大遗址,contains,大沽口炮台,大遗址
四期早段陶器,器物,hasType,盆,器物
四期早段陶器,器物,hasType,缸,器物
四期早段陶器,器物,hasType,尊,器物
四期早段陶器,器物,hasType,器盖,器物
四期早段陶器,器物,hasType,深腹罐,器物
四期早段陶器,器物,hasType,圆腹罐,器物
四期晚段陶器,器物,contains,外表有筐状刮痕的夹砂灰褐陶深腹罐,器物
四期晚段陶器,器物,contains,外表有筐状刮痕的夹砂红褐陶深腹罐,器物
四期晚段陶器,器物,contains,外表有筐状刮痕的夹砂灰褐陶鬲,器物
四期晚段陶器,器物,contains,外表有筐状刮痕的夹砂红褐陶鬲,器物
四期晚段陶器,器物,hasType,外表饰有细绳纹的橄榄形卷沿鬲,器物
四期晚段陶器,器物,hasType,束颈盆,器物
四期晚段陶器,器物,hasType,鬲,器物
四期晚段陶器,器物,hasType,盆,器物
四期晚段陶器,器物,hasType,缸,器物
四期晚段陶器,器物,hasType,瓮,器物
四期晚段陶器,器物,hasType,尊,器物
四期晚段陶器,器物,hasType,器盖,器物
四期晚段陶器,器物,hasType,深腹罐,器物
四期晚段陶器,器物,hasType,圆腹罐,器物
四期晚段陶器,器物,hasType,捏口罐,器物
外表饰有细绳纹的橄榄形卷沿鬲,器物,bearsFeature,下七垣文化,遗产文化
束颈盆,器物,bearsFeature,下七垣文化,遗产文化
外表有筐状刮痕的夹砂灰褐陶深腹罐,器物,bearsFeature,岳石文化,遗产文化
外表有筐状刮痕的夹砂红褐陶深腹罐,器物,bearsFeature,岳石文化,遗产文化
外表饰有细绳纹的橄榄形深腹罐,器物,bearsFeature,下七垣文化,遗产文化
外表有筐状刮痕的夹砂灰褐陶鬲,器物,bearsFeature,岳石文化,遗产文化
外表有筐状刮痕的夹砂红褐陶鬲,器物,bearsFeature,岳石文化,遗产文化
手工业作坊遗迹,遗迹,wasExcavatedin,二里头遗址,大遗址
手工业作坊遗迹,遗迹,wasExcavatedin,二里头遗址,大遗址
手工业作坊遗迹,遗迹,contains,制陶遗存,遗迹
手工业作坊遗迹,遗迹,contains,铸铜作坊,遗迹
手工业作坊遗迹,遗迹,contains,制骨作坊,遗迹
手工业作坊遗迹,遗迹,contains,绿松石器作坊,遗迹
手工业作坊遗迹,遗迹,contains,围垣作坊区,遗迹
制陶遗存,遗迹,contains,陶窑Ⅳ Y12,遗迹
制陶遗存,遗迹,contains,陶窑Ⅸ Y1,遗迹
制陶遗存,遗迹,contains,陶窑Ⅸ Y2,遗迹
制陶遗存,遗迹,contains,陶窑Ⅳ Y2,遗迹
制陶遗存,遗迹,contains,陶窑Ⅳ Y3,遗迹
制陶遗存,遗迹,contains,陶窑Ⅴ Y1,遗迹
二里头遗址,大遗址,excavated,手工业作坊遗迹,遗迹
制骨作坊,遗迹,contains,1号制骨作坊,遗迹
制骨作坊,遗迹,contains,2号制骨作坊,遗迹
陶器,器物,wasExcavatedin,八里桥遗址,其他遗址
陶器,器物,wasExcavatedin,二里头遗址,大遗址
陶器,器物,wasExcavatedin,二里岗文化晚期,器物:时间
陶器,器物,Belongsto,二里头文化,遗产文化
陶器,器物,bearsFeature,形制多样、种类丰富,图案纹饰
陶器,器物,bearsFeature,施加纹饰,图案纹饰
陶器,器物,bearsFeature,施加麻点,图案纹饰
陶器,器物,bearsFeature,素面抹光,图案纹饰
陶器,器物,bearsFeature,素面磨光,图案纹饰
陶器,器物,bearsFeature,附加銴、耳或乳钉,图案纹饰
陶器,器物,bearsFeature,镂孔,图案纹饰:工艺技法
陶器,器物,bearsFeature,刻划符号,图案纹饰
陶器,器物,bearsFeature,制法以轮制为主、兼用模制和手制,工艺技法
陶器,器物,hasFunction,生活用具,功用
陶器,器物,hasFunction,其他器具,功用
陶器,器物,hasType,陶容器,器物
陶器,器物,hasType,鬲,器物
陶器,器物,hasType,甗,器物
陶器,器物,hasType,甑,器物
陶器,器物,hasType,盆,器物
陶器,器物,hasType,刻槽盆,器物
陶器,器物,hasType,缸,器物
陶器,器物,hasType,瓮,器物
陶器,器物,hasType,平底盆,器物
陶器,器物,hasType,高领罐,器物
陶器,器物,hasType,敛口罐,器物
陶器,器物,hasType,豆,器物
陶器,器物,hasType,大口尊,器物
陶器,器物,hasType,深腹罐,器物
陶器,器物,hasType,捏口罐,器物
陶器,器物,hasType,簋,器物
陶器,器物,carries,篮纹,图案纹饰
陶器,器物,carries,方格纹,图案纹饰
陶器,器物,carries,特殊花纹,图案纹饰
陶器,器物,carries,绳纹,图案纹饰
陶器,器物,carries,附加堆纹,图案纹饰
陶器,器物,carries,凹凸弦纹,图案纹饰
陶器,器物,carries,刻划纹,图案纹饰
陶器,器物,carries,指甲纹,图案纹饰
陶器,器物,carries,戳刺纹,图案纹饰
陶器,器物,carries,和云纹,图案纹饰
陶器,器物,carries,雷纹,图案纹饰
陶器,器物,carries,“S”纹,图案纹饰
陶器,器物,carries,回形纹,图案纹饰
陶器,器物,carries,花瓣纹,图案纹饰
陶器,器物,carries,圆圈纹,图案纹饰
陶器,器物,carries,龙,图案纹饰
陶器,器物,carries,蛇鸟,图案纹饰
陶器,器物,carries,鱼,图案纹饰
陶器,器物,carries,蚪,图案纹饰
陶器,器物,carries,兽面,图案纹饰
陶器,器物,carries,云纹,图案纹饰
陶器,器物,UsedGeneralTechnique,泥条盘筑,工艺技法
陶器,器物,UsedGeneralTechnique,手握制,工艺技法
陶器,器物,UsedGeneralTechnique,轮制,工艺技法
陶器,器物,UsedGeneralTechnique,手制,工艺技法
陶器,器物,UsedGeneralTechnique,轮制与手制兼用,工艺技法
铜器,器物,wasExcavatedin,二里头遗址,大遗址
铜器,器物,Belongsto,二里头文化,遗产文化
铜器,器物,bearsFeature,浑铸成形,图案纹饰
铜器,器物,contains,铜铃,器物
铜器,器物,contains,铜爵,器物
铜器,器物,contains,兽面铜牌,器物
铜器,器物,hasType,其他礼仪用器,器物
铜器,器物,hasType,工具,器物
铜器,器物,hasType,容器,器物
铜器,器物,hasType,乐器,器物:功用
铜器,器物,hasType,武器,器物:功用
铜器,器物,material,纯铜,质料
铜器,器物,material,锡青铜,质料
铜器,器物,material,铅锡青铜,质料
铜器,器物,material,铅青铜,质料
铜器,器物,material,砷青铜,质料
铜器,器物,material,铅锡砷青铜,质料
铜器,器物,material,砷锡青铜,质料
铜器,器物,material,铅砷青铜,质料
铜器,器物,hasAmount,99件,数量
冶炼遗物,器物,wasExcavatedin,二里头遗址,大遗址
玉器,器物,wasExcavatedin,二里头文化,遗产文化
玉器,器物,wasExcavatedin,二里头遗址,大遗址
玉器,器物,Belongsto,二里头文化,遗产文化
玉器,器物,contains,玉圭,器物
玉器,器物,contains,玉刀,器物
玉器,器物,contains,戚壁,器物
玉器,器物,contains,玉管状器,器物
玉器,器物,contains,柄形饰,器物
玉器,器物,hasFunction,装饰品,器物:功用
玉器,器物,hasType,装饰品,器物:功用
玉器,器物,hasType,礼器和仪仗,器物
玉器,器物,hasType,工具和武器,器物
玉器,器物,hasType,其他,器物
玉器,器物,UsedGeneralTechnique,锯片切割,工艺技法
玉器,器物,UsedGeneralTechnique,阴刻,工艺技法
玉器,器物,UsedGeneralTechnique,钻孔,工艺技法
玉器,器物,UsedGeneralTechnique,减地,工艺技法
玉器,器物,UsedGeneralTechnique,打磨,工艺技法
绿松石器,器物,wasExcavatedin,二里头遗址,大遗址
石器,器物,wasExcavatedin,八里桥遗址,其他遗址
石器,器物,wasExcavatedin,二里头遗址,大遗址
石器,器物,hasFunction,装饰品,器物:功用
石器,器物,hasFunction,武器,器物:功用
石器,器物,hasFunction,生产与生活工具,功用
石器,器物,hasFunction,砍伐工具,功用
石器,器物,hasFunction,挖掘工具,功用
石器,器物,hasFunction,收割工具,功用
石器,器物,hasFunction,制作工具,功用
石器,器物,hasFunction,加工工具,功用
漆木器,器物,wasExcavatedin,二里头遗址,大遗址
漆木器,器物,contains,漆觚,器物
漆木器,器物,contains,漆豆,器物
漆木器,器物,contains,漆勺,器物
漆木器,器物,contains,漆匣,器物
纺织品,器物,wasExcavatedin,二里头遗址,大遗址
骨、角、蚌、牙、贝、螺质遗物,器物,wasExcavatedin,二里头遗址,大遗址
骨、角、蚌、牙、贝、螺质遗物,器物,contains,骨镞,器物
骨、角、蚌、牙、贝、螺质遗物,器物,contains,骨簪,器物
二里头文化,遗产文化,contains,陶容器,器物
二里头文化,遗产文化,contains,二里头遗址,大遗址
二里头文化,遗产文化,excavated,玉器,器物
二里头文化,遗产文化,wasNamedby,夏鼐,人物
陶容器,器物,Belongsto,二里头文化,遗产文化
陶容器,器物,hasType,鼎,器物
陶容器,器物,hasType,鬲,器物
陶容器,器物,hasType,甑,器物
陶容器,器物,hasType,盆,器物
陶容器,器物,hasType,刻槽盆,器物
陶容器,器物,hasType,缸,器物
陶容器,器物,hasType,瓮,器物
陶容器,器物,hasType,平底盆,器物
陶容器,器物,hasType,高领罐,器物
陶容器,器物,hasType,敛口罐,器物
陶容器,器物,hasType,器盖,器物
陶容器,器物,hasType,三足皿,器物
陶容器,器物,hasType,豆,器物
陶容器,器物,hasType,鬶,器物
陶容器,器物,hasType,盉,器物
陶容器,器物,hasType,爵,器物
陶容器,器物,hasType,大口尊,器物
陶容器,器物,hasType,高领尊,器物
陶容器,器物,hasType,矮领尊,器物
陶容器,器物,hasType,深腹罐,器物
陶容器,器物,hasType,圆腹罐,器物
陶容器,器物,hasType,捏口罐,器物
陶容器,器物,hasType,觚,器物
陶容器,器物,hasType,杯,器物
陶容器,器物,hasType,小尊,器物
普通易熔黏土,质料,hasType,夹砂,质料
普通易熔黏土,质料,hasType,泥质,质料
一期早段,时间,contains,鼎,器物
一期早段,时间,contains,刻槽盆,器物
一期早段,时间,contains,缸,器物
一期早段,时间,contains,瓮,器物
一期早段,时间,contains,尊,器物
一期早段,时间,contains,平底盆,器物
一期早段,时间,contains,器盖,器物
一期早段,时间,contains,豆,器物
一期早段,时间,contains,鬶,器物
一期早段,时间,contains,盉,器物
一期早段,时间,contains,爵,器物
一期早段,时间,contains,矮领尊,器物
一期早段,时间,contains,深腹罐,器物
一期早段,时间,contains,圆腹罐,器物
一期早段,时间,contains,捏口罐,器物
一期早段,时间,contains,折沿盆,器物
