Subject,SubjectLabel,Relation,Object,ObjectLabel
夏七孔玉刀,器物,wasProducedin,夏中晚期,器物
夏七孔玉刀,器物,measurement,长65厘米，最厚0.4厘米,尺寸
夏七孔玉刀,器物,measurement,长60.4-65厘米，宽9.5厘米,尺寸
网格纹铜鼎,器物,wasExcavatedin,二里头遗址,大遗址
网格纹铜鼎,器物,wasExcavatedin,1987年,时间
网格纹铜鼎,器物,bearsFeature,青铜,质料
网格纹铜鼎,器物,hasFunction,礼器,功用
网格纹铜鼎,器物,carries,带状阳线网格纹,图案纹饰
网格纹铜鼎,器物,wasProducedin,夏代,时间
网格纹铜鼎,器物,RelatedArtifacts,乳钉纹铜爵,器物
骨猴,器物:工艺技法,wasExcavatedin,二里头遗址,大遗址
骨猴,器物:工艺技法,wasExcavatedin,2002年,时间
骨猴,器物:工艺技法,Belongsto,微雕精品,工艺技法
骨猴,器物:工艺技法,hasFunction,装饰品,器物:功用
骨猴,器物:工艺技法,hasFunction,装饰功能,功用
骨猴,器物:工艺技法,hasFunction,玩具功能,功用
骨猴,器物:工艺技法,UsedGeneralTechnique,打磨抛光,工艺技法
骨猴,器物:工艺技法,wasProducedin,夏代,时间
骨猴,器物:工艺技法,material,动物骨骼,质料
白陶斗笠形器,器物,wasExcavatedin,二里头遗址,大遗址
白陶斗笠形器,器物,wasExcavatedin,2002年,时间
白陶斗笠形器,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
白陶斗笠形器,器物,wasProducedin,夏朝,时间
白陶斗笠形器,器物,hasAmount,一组3件,数量
陶鼓形壶,器物,wasExcavatedin,二里头遗址,大遗址
陶鼓形壶,器物,wasExcavatedin,1991年,时间
陶鼓形壶,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
玉柄形器,器物,wasExcavatedin,二里头遗址,大遗址
柄形器,器物,wasExcavatedin,2001年,时间
玉柄形器,器物,UsedGeneralTechnique,减地浮雕,工艺技法
玉柄形器,器物,UsedGeneralTechnique,抛光,工艺技法
玉柄形器,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
镶嵌绿松石玉钺,器物,wasExcavatedin,二里头遗址,大遗址
镶嵌绿松石玉钺,器物,wasExcavatedin,二里头夏都遗址博物馆,组织机构
镶嵌绿松石玉钺,器物,wasExcavatedin,1980年,时间
镶嵌绿松石玉钺,器物,bearsFeature,上部有两个穿孔，下孔用圆绿松石嵌平,图案纹饰
镶嵌绿松石玉钺,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
陶堆塑龙纹透底器,器物,wasExcavatedin,1992年,时间
陶堆塑龙纹透底器,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
玉戚壁,器物,wasExcavatedin,二里头遗址,大遗址
玉戚壁,器物,Belongsto,玉器,器物
玉戚壁,器物,hasFunction,礼器,功用
玉戚壁,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
玉戚壁,器物,measurement,长9.6、宽9.1厘米,尺寸
玉戈,器物,wasExcavatedin,二里头遗址,大遗址
玉戈,器物,Belongsto,玉器,器物
玉戈,器物,hasFunction,礼器,功用
玉戈,器物,carries,平行细线纹,图案纹饰
玉戈,器物,UsedGeneralTechnique,通体抛光,工艺技法
玉戈,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
玉戈,器物,measurement,长30.2、宽6.6-6.9厘米,尺寸
石钺,器物,wasExcavatedin,八里桥遗址,其他遗址
石钺,器物,hasFunction,礼器,功用
石钺,器物,invActivity,祭祀,相关活动
石钺,器物,measurement,长18、宽16.5、厚2.2厘米,尺寸
玉圭,器物,wasExcavatedin,二里头遗址,大遗址
玉圭,器物,hasFunction,礼器,功用
玉圭,器物,hasFunction,权利的象征,功用
玉圭,器物,invActivity,分封诸侯,相关活动
玉圭,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
玉圭,器物,isRelevantto,石斧,器物
铜斝,器物,wasExcavatedin,二里头遗址,大遗址
铜斝,器物,hasFunction,礼器,功用
铜斝,器物,hasFunction,饮酒器,功用
铜斝,器物,carries,圆圈纹,图案纹饰
铜斝,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
陶壶,器物,wasExcavatedin,二里头遗址,大遗址
陶壶,器物,wasExcavatedin,1986年,时间
陶壶,器物,bearsFeature,小口向外侈，长颈，鼓腹，圈足,图案纹饰
陶壶,器物,carries,弦纹,图案纹饰
陶壶,器物,carries,拍印纹饰,图案纹饰
陶壶,器物,UsedGeneralTechnique,通体磨光,工艺技法
陶壶,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
铜圆泡形器,器物,wasExcavatedin,二里头遗址,大遗址
铜圆泡形器,器物,hasFunction,祭祀所用物品,功用
铜圆泡形器,器物,isCollectedin,二里头夏都遗址博物馆,组织机构
大型工程遗迹,遗迹,wasExcavatedin,二里头遗址,大遗址
大型工程遗迹,遗迹,contains,主干道路网络,遗迹
大型工程遗迹,遗迹,contains,大规模夯土围设施,遗迹
大型工程遗迹,遗迹,contains,大型夯土建筑群,遗迹
大型工程遗迹,遗迹,contains,大型沟渠、坑池类遗迹,遗迹
其他大型遗迹,遗迹,contains,排水渠,遗迹
其他大型遗迹,遗迹,contains,池,遗迹
其他大型遗迹,遗迹,contains,沟状遗迹,遗迹
其他大型遗迹,遗迹,contains,巨型坑,遗迹
手工业作坊,遗迹,wasExcavatedin,二里头遗址,大遗址
手工业作坊,遗迹,contains,作坊,遗迹
二里头文化I级墓,遗迹,contains,青铜礼器,器物
二里头文化I级墓,遗迹,contains,玉礼器,器物
二里头文化I级墓,遗迹,contains,陶礼器,器物
二里头文化I级墓,遗迹,contains,漆礼器,器物
II级墓,遗迹,contains,陶礼器,器物
二里头文化II级以下墓葬,遗迹,contains,日用陶器,器物
祭祀遗迹,遗迹,contains,遗迹类,遗迹
祭祀遗迹,遗迹,contains,墓葬类,遗迹
祭祀遗迹,遗迹,contains,疑似祭祀遗迹类,遗迹
其他遗迹,遗迹,wasExcavatedin,二里头遗址,大遗址
其他遗迹,遗迹,contains,中小型房址（含灶址）,遗迹
其他遗迹,遗迹,contains,灰沟,遗迹
其他遗迹,遗迹,contains,水井,遗迹
其他遗迹,遗迹,contains,灰坑,遗迹
中小型房址（含灶址）,遗迹,contains,平地起建的小型夯土建筑基址,遗迹
中小型房址（含灶址）,遗迹,contains,半地穴式建筑,遗迹
灰沟,遗迹,hasFunction,一般排水沟,功用
灰沟,遗迹,hasFunction,取土沟,功用
灰沟,遗迹,hasFunction,特殊的用途,功用
灰沟,遗迹,hasFunction,垃圾倾倒处,功用
炊具,器物:功用,contains,鼎,器物
炊具,器物:功用,contains,鬲,器物
炊具,器物:功用,contains,甗,器物
炊具,器物:功用,contains,甑,器物
炊具,器物:功用,contains,罐,器物
食器,器物:功用,contains,三足皿,器物
食器,器物:功用,contains,豆,器物
食器,器物:功用,contains,簋,器物
食器,器物:功用,contains,圈足盘,器物
酒器,器物:功用,hasType,饮器,器物
酒器,器物:功用,hasType,斟灌器,器物
饮器,器物,contains,爵,器物
饮器,器物,contains,觚,器物
斟灌器,器物,contains,鬶,器物
斟灌器,器物,contains,盉,器物
盛储器,器物:功用,contains,盆,器物
盛储器,器物:功用,contains,瓮,器物
盛储器,器物:功用,contains,尊,器物
特殊花纹,图案纹饰,contains,龙,图案纹饰
特殊花纹,图案纹饰,contains,鱼,图案纹饰
特殊花纹,图案纹饰,contains,兽面,图案纹饰
特殊花纹,图案纹饰,contains,蛇,图案纹饰
特殊花纹,图案纹饰,contains,鸟,图案纹饰
特殊花纹,图案纹饰,contains,蜗料,图案纹饰
二里岗文化晚期,器物:时间,excavated,陶器,器物
容器,器物,contains,鼎,器物
容器,器物,contains,盉,器物
容器,器物,contains,爵,器物
容器,器物,contains,觚,器物
容器,器物,contains,角,器物
容器,器物,contains,斝,器物
乐器,器物:功用,contains,铜铃,器物
武器,器物:功用,wasExcavatedin,墓葬,遗迹
武器,器物:功用,contains,戈,器物
武器,器物:功用,contains,钺,器物
武器,器物:功用,contains,戚,器物
武器,器物:功用,contains,镞,器物
铜容器,器物,wasExcavatedin,墓葬,遗迹
铃,器物,wasExcavatedin,墓葬,遗迹
圆形器,器物,wasExcavatedin,墓葬,遗迹
礼器和仪仗,器物,contains,牙璋,器物
礼器和仪仗,器物,contains,戈,器物
礼器和仪仗,器物,contains,钺,器物
礼器和仪仗,器物,contains,刀,器物
礼器和仪仗,器物,contains,璧戚,器物
礼器和仪仗,器物,contains,琮,器物
礼器和仪仗,器物,contains,圭,器物
工具和武器,器物,contains,镞,器物
工具和武器,器物,contains,凿,器物
工具和武器,器物,contains,纺轮,器物
工具和武器,器物,contains,铲,器物
其他,器物,contains,板,器物
其他,器物,contains,月牙形器,器物
其他,器物,contains,铃舌,器物
其他,器物,contains,圭形器,器物
锯片切割,工艺技法,wasUsedfor,大型玉料开片技术,相关活动
阴刻,工艺技法,wasUsedfor,玉器表面刻划线条以构成图案纹饰,相关活动
石镞,器物,material,安山岩、泥岩,质料
石锛,器物,material,安山岩,质料
石铲,器物,material,灰岩,质料
石铲,器物,material,砂岩,质料
石斧,器物,wasExcavatedin,八里桥遗址,其他遗址
石斧,器物,material,辉绿,质料
石斧,器物,material,安山岩,质料
石镰,器物,material,英安岩,质料
石镰,器物,material,安山岩,质料
石刀,器物,material,片岩,质料
石刀,器物,material,细粒砂岩,质料
蚌质类遗物,器物,contains,镰,器物
蚌质类遗物,器物,contains,镞,器物
蚌质类遗物,器物,contains,刀,器物
蚌质类遗物,器物,contains,锥,器物
蚌质类遗物,器物,contains,锯,器物
蚌质类遗物,器物,contains,铲,器物
中国最早的双轮车辙使用痕迹,遗迹,wasExcavatedin,2004年,时间
蝉形玉器,器物,wasExcavatedin,二里头遗址,大遗址
二期,时间,date,公元前1680年至公元前1610年,时间
三期,时间,date,公元前1610年至公元前1560年,时间
四期,时间,date,公元前1560年至公元前1520年,时间
二里头夏都遗址博物馆,组织机构,islocatedin,河南省洛阳市偃师区,地点
许宏,人物,isSubordinateto,中国社会科学院考古研究所,组织机构
赵海涛,人物,isSubordinateto,中国社会科学院考古研究所,组织机构
百年百大考古发现,荣誉称号,date,2021年10月,时间
二里头遗址宫殿区,遗迹,Belongsto,二里头遗址,大遗址
2004年度全国十大考古新发现,荣誉称号,date,2005年04月19日,时间
河南考古百年百大考古发现,荣誉称号,date,2021年9月,时间
二里头都邑多网格式布局,遗迹,Belongsto,二里头遗址,大遗址
二里头都邑多网格式布局,遗迹,honoraryTitle,2022年度全国十大考古新发现终评,荣誉称号
二里头都邑多网格式布局,遗迹,honoraryTitle,2022年度河南五大考古新发现,荣誉称号
二里头都邑多网格式布局,遗迹,honoraryTitle,2022年度全国十大考古新发现,荣誉称号
2022年度全国十大考古新发现终评,荣誉称号,date,2023年2月27日,时间
2022年度河南五大考古新发现,荣誉称号,date,2023年3月21日,时间
2022年度全国十大考古新发现,荣誉称号,date,2023年3月28日,时间
二里头遗,大遗址,wasDiscoveredby,徐旭生,人物
纯铜,质料,hasAmount,13件,数量
锡青铜,质料,hasAmount,31件,数量
铅锡青铜,质料,hasAmount,36件,数量
铅青铜,质料,hasAmount,11件,数量
砷青铜,质料,hasAmount,4件,数量
铅锡砷青铜,质料,hasAmount,2件,数量
砷锡青铜,质料,hasAmount,1件,数量
铅砷青铜,质料,hasAmount,1件,数量
黑龙江,地点,possessestheRuin,渤海国上京龙泉府遗址,大遗址
黑龙江,地点,possessestheRuin,金上京会宁府遗址,大遗址
上海市,地点,possessestheRuin,青龙镇遗址,大遗址
江苏省,地点,possessestheRuin,鸿山墓群,大遗址
江苏省,地点,possessestheRuin,阖闾城遗址,大遗址
江苏省,地点,possessestheRuin,徐州汉墓群,大遗址
江苏省,地点,possessestheRuin,南朝陵墓群,大遗址
江苏省,地点,possessestheRuin,扬州城遗址,大遗址
江苏省,地点,possessestheRuin,明故宫遗址,大遗址
浙江省,地点,possessestheRuin,上山遗址,大遗址
浙江省,地点,possessestheRuin,河姆渡遗址,大遗址
浙江省,地点,possessestheRuin,良渚遗址,大遗址
浙江省,地点,possessestheRuin,安吉古城遗址,大遗址
浙江省,地点,possessestheRuin,上林湖越窑遗址,大遗址
浙江省,地点,possessestheRuin,大窑龙泉窑遗址,大遗址
浙江省,地点,possessestheRuin,临安城遗址,大遗址
浙江省,地点,possessestheRuin,宋六陵,大遗址
安徽省,地点,possessestheRuin,凌家滩遗址,大遗址
安徽省,地点,possessestheRuin,双墩遗址,大遗址
安徽省,地点,possessestheRuin,禹会村遗址,大遗址
安徽省,地点,possessestheRuin,寿春城遗址,大遗址
安徽省,地点,possessestheRuin,大工山-凤凰山铜矿遗址,大遗址
安徽省,地点,possessestheRuin,明中都遗址,大遗址
福建省,地点,possessestheRuin,万寿岩遗址,大遗址
福建省,地点,possessestheRuin,平潭壳丘头遗址群,大遗址
福建省,地点,possessestheRuin,城村汉城遗址,大遗址
福建省,地点,possessestheRuin,德化窑遗址,大遗址
江西省,地点,possessestheRuin,吴城遗址（含筑卫城遗址）,大遗址
江西省,地点,possessestheRuin,紫金城城址与铁河古墓群（南昌汉代海昏侯墓）,大遗址
江西省,地点,possessestheRuin,铜岭铜矿遗址,大遗址
江西省,地点,possessestheRuin,吉州窑遗址,大遗址
江西省,地点,possessestheRuin,御窑厂窑址（含湖田窑址、高岭瓷土矿遗址）,大遗址
仰韶村遗址,大遗址,islocatedin,河南省,地点
仰韶村遗址,大遗址,islocatedin,三门峡市,地点
仰韶村遗址,大遗址,wasIn,新石器时代（仰韶文化）,时间
仰韶村遗址,大遗址,isLocatedin,河南,地点
北阳平遗址,大遗址,islocatedin,河南省,地点
北阳平遗址,大遗址,islocatedin,灵宝市,地点
北阳平遗址,大遗址,wasIn,新石器时代（仰韶文化中晚期）,时间
北阳平遗址,大遗址,isLocatedin,河南,地点
大河村遗址,大遗址,islocatedin,河南省,地点
大河村遗址,大遗址,islocatedin,郑州市,地点
大河村遗址,大遗址,wasIn,新石器时代（仰韶文化 - 龙山文化）,时间
大河村遗址,大遗址,isLocatedin,河南,地点
平粮台古城遗址,大遗址,islocatedin,河南省,地点
平粮台古城遗址,大遗址,islocatedin,周口市,地点
平粮台古城遗址,大遗址,wasIn,新石器时代晚期（龙山文化时期）,时间
平粮台古城遗址,大遗址,isLocatedin,河南,地点
偃师商城遗址,大遗址,islocatedin,河南省,地点
偃师商城遗址,大遗址,islocatedin,洛阳市,地点
偃师商城遗址,大遗址,wasIn,商代早期,时间
偃师商城遗址,大遗址,isLocatedin,河南,地点
郑州商城遗址,大遗址,islocatedin,河南省,地点
郑州商城遗址,大遗址,islocatedin,郑州市,地点
郑州商城遗址,大遗址,wasIn,商代早期,时间
郑州商城遗址,大遗址,isLocatedin,河南,地点
小双桥遗址,大遗址,islocatedin,河南省,地点
小双桥遗址,大遗址,islocatedin,郑州市,地点
小双桥遗址,大遗址,wasIn,商代中期,时间
小双桥遗址,大遗址,isLocatedin,河南,地点
殷墟,大遗址,islocatedin,河南省,地点
殷墟,大遗址,islocatedin,安阳市,地点
殷墟,大遗址,wasIn,商代晚期,时间
殷墟,大遗址,isLocatedin,河南,地点
郑韩故城,大遗址,islocatedin,河南省,地点
郑韩故城,大遗址,islocatedin,新郑市,地点
郑韩故城,大遗址,wasIn,春秋 - 战国（郑国 - 韩国）,时间
郑韩故城,大遗址,isLocatedin,河南,地点
汉魏洛阳故城,大遗址,islocatedin,河南省,地点
汉魏洛阳故城,大遗址,islocatedin,洛阳市,地点
汉魏洛阳故城,大遗址,wasIn,东汉 - 曹魏 - 西晋 - 北魏,时间
汉魏洛阳故城,大遗址,isLocatedin,河南,地点
邙山陵墓群,大遗址,islocatedin,河南省,地点
邙山陵墓群,大遗址,islocatedin,洛阳市,地点
邙山陵墓群,大遗址,wasIn,东周 - 明清,时间
邙山陵墓群,大遗址,isLocatedin,河南,地点
隋唐洛阳城遗址,大遗址,islocatedin,河南省,地点
隋唐洛阳城遗址,大遗址,islocatedin,洛阳市,地点
隋唐洛阳城遗址,大遗址,wasIn,隋 - 唐 - 五代,时间
隋唐洛阳城遗址,大遗址,isLocatedin,河南,地点
北宋东京城遗址,大遗址,islocatedin,河南省,地点
北宋东京城遗址,大遗址,islocatedin,开封市,地点
北宋东京城遗址,大遗址,wasIn,北宋,时间
北宋东京城遗址,大遗址,isLocatedin,河南,地点
宋陵,大遗址,islocatedin,河南省,地点
宋陵,大遗址,islocatedin,巩义市,地点
宋陵,大遗址,wasIn,北宋,时间
宋陵,大遗址,isLocatedin,河南,地点
清凉寺汝官窑遗址,大遗址,islocatedin,河南省,地点
清凉寺汝官窑遗址,大遗址,islocatedin,平顶山市,地点
清凉寺汝官窑遗址,大遗址,wasIn,北宋,时间
清凉寺汝官窑遗址,大遗址,isLocatedin,河南,地点
河南省,地点,possessestheRuin,二里头遗址,大遗址
河南省,地点,possessestheRuin,仰韶村遗址,大遗址
河南省,地点,possessestheRuin,北阳平遗址,大遗址
河南省,地点,possessestheRuin,大河村遗址,大遗址
河南省,地点,possessestheRuin,平粮台古城遗址,大遗址
河南省,地点,possessestheRuin,偃师商城遗址,大遗址
河南省,地点,possessestheRuin,郑州商城遗址,大遗址
河南省,地点,possessestheRuin,小双桥遗址,大遗址
河南省,地点,possessestheRuin,殷墟,大遗址
河南省,地点,possessestheRuin,郑韩故城,大遗址
河南省,地点,possessestheRuin,汉魏洛阳故城,大遗址
河南省,地点,possessestheRuin,邙山陵墓群,大遗址
河南省,地点,possessestheRuin,隋唐洛阳城遗址,大遗址
河南省,地点,possessestheRuin,北宋东京城遗址,大遗址
河南省,地点,possessestheRuin,宋陵,大遗址
河南省,地点,possessestheRuin,清凉寺汝官窑遗址,大遗址
新 疆,地点,possessestheRuin,吉仁台沟口遗址,大遗址
新 疆,地点,possessestheRuin,北庭故城遗址,大遗址
新 疆,地点,possessestheRuin,苏巴什佛寺遗址,大遗址
新 疆,地点,possessestheRuin,交河故城,大遗址
新 疆,地点,possessestheRuin,高昌故城,大遗址
新 疆,地点,possessestheRuin,达勒特古城遗址,大遗址
新 疆,地点,possessestheRuin,卓尔库特古城遗址,大遗址
新 疆,地点,possessestheRuin,阔纳协海尔古城遗址,大遗址
新 疆,地点,possessestheRuin,坎儿井地下水利工程,大遗址
三门峡市,地点,islocatedin,河南省,地点
灵宝市,地点,islocatedin,河南省,地点
郑州市,地点,islocatedin,河南省,地点
周口市,地点,islocatedin,河南省,地点
洛阳市,地点,islocatedin,河南省,地点
安阳市,地点,islocatedin,河南省,地点
新郑市,地点,islocatedin,河南省,地点
开封市,地点,isCollectedin,河南省,地点
巩义市,地点,islocatedin,河南省,地点
平顶山市,地点,islocatedin,河南省,地点
灰坑,遗迹,wasExcavatedin,八里桥遗址,其他遗址
